Title,Rating,Popular,SalesPerWeek,Price,ReqSpec,Overall
MySims Kingdom,High,No,11,39,High,Bad
The Simpsons Game,High,Yes,15,26,Medium,Good
Mortal Kombat 3,Average,No,37,39,High,Good
NFL GameDay 99,Low,Yes,40,13,High,Bad
Call of Duty: Modern Warfare: Reflex Edition,Average,Yes,49,33,Medium,Good
FIFA 17,High,No,32,17,High,Good
Mario Golf: Toadstool Tour,Average,No,14,18,High,Bad
Tiger Woods 99 PGA Tour Golf,Average,No,28,28,Low,Good
Donkey Kong Country: Tropical Freeze,Average,Yes,48,15,Low,Good
Dead Space 2,Low,No,42,33,Low,Bad
Sonic Rivals 2,High,No,19,38,High,Bad
Knockout Kings,Average,Yes,15,31,High,Bad
The Simpsons Skateboarding,High,No,36,10,Medium,Good
NASCAR 98,Average,Yes,25,10,High,Good
F1 Race,High,Yes,29,35,Medium,Good
Xevious,Average,No,22,36,High,Good
NASCAR 99,High,Yes,20,17,Low,Good
NBA Live 2000,High,No,38,36,Low,Good
Mafia II,High,No,24,20,Medium,Good
Call of Duty 3,High,Yes,46,13,High,Good
Super Monkey Ball 2,High,Yes,14,33,Medium,Good
Pac-Man World 2,Average,Yes,48,32,Low,Good
Madden NFL 15,High,Yes,17,17,Medium,Good
Sonic & Sega All-Stars Racing,Average,No,10,32,Medium,Bad
LEGO Star Wars III: The Clone Wars,Average,No,29,11,High,Good
Football Manager 2012,High,Yes,45,38,Low,Good
Puzzle & Dragons,Average,No,47,30,Low,Good
Mega Man 2,High,No,44,38,Low,Good
Simpsons Wrestling,High,Yes,27,39,Low,Good
NBA Live 98,Average,Yes,14,27,Low,Bad
The Simpsons Game,Low,Yes,42,26,Low,Bad
Monopoly,Low,Yes,50,20,High,Bad
SoulCalibur II,Average,No,16,25,Low,Bad
Resistance 3,High,No,27,13,Medium,Good
Tokyo Xtreme Racer Zero,High,No,28,26,High,Good
Final Fantasy XIV: A Realm Reborn,High,Yes,22,37,High,Good
NFL Blitz,High,No,10,34,Low,Bad
Red Faction II,Average,Yes,16,13,Medium,Bad
Super Scribblenauts,High,No,16,13,Medium,Bad
Madden NFL 2001,Average,No,46,32,Low,Good
WWF No Mercy,High,No,37,31,High,Good
Ice Climber,Average,Yes,29,37,Medium,Good
Sonic CD,High,No,24,38,Low,Good
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,High,Yes,43,37,High,Good
Dead Rising 2,Average,Yes,40,33,Low,Good
Rock Band 2,High,Yes,15,17,Medium,Good
Pac-Man World,Low,No,31,38,Medium,Bad
Disney Sing It: Pop Hits,High,Yes,45,12,Medium,Good
Final Fantasy: Crystal Chronicles,High,Yes,19,27,High,Good
Medal of Honor: Frontline,High,No,40,12,Medium,Good
Madden NFL 09,Low,No,23,14,Medium,Bad
Drawn To Life: SpongeBob SquarePants Edition,High,Yes,40,10,High,Good
Banjo-Tooie,High,Yes,44,14,Low,Good
Buzz! The BIG Quiz,High,No,10,31,Medium,Bad
007: Quantum of Solace,Low,No,18,35,Medium,Bad
The Sims 3,High,No,14,16,Low,Bad
New Play Control! Mario Power Tennis,Average,Yes,14,28,Low,Bad
Bratz: Forever Diamondz,High,No,38,40,Low,Good
Dirge of Cerberus: Final Fantasy VII,High,No,28,28,Low,Good
Nintendo World Cup,Average,Yes,11,13,Medium,Bad
WWF WrestleMania 2000,High,Yes,26,37,High,Good
Wario Land II,High,Yes,32,33,Medium,Good
Mass Effect 2,High,No,22,22,Low,Good
Major League Baseball 2K5,High,Yes,18,19,Medium,Good
Fight Night 2004,Average,No,14,17,High,Bad
Tom Clancy's Splinter Cell: Pandora Tomorrow,High,Yes,31,13,High,Good
Imagine: Master Chef,Average,No,39,24,Low,Good
Assassin's Creed III: Liberation,High,Yes,30,17,High,Good
SoulCalibur IV,Average,Yes,50,20,High,Good
Mario Golf,Average,No,11,37,Low,Bad
Disney Princess,High,No,50,10,High,Good
Fight Night Round 3,High,No,32,10,Medium,Good
Metal Gear Rising: Revengeance,High,No,10,37,Low,Bad
Chrono Trigger,High,No,44,33,Low,Good
Star Wars: The Force Unleashed II,High,Yes,50,27,High,Good
The House of the Dead 2 & 3 Return,Low,Yes,31,33,High,Bad
Disney Princess: Magical Jewels,High,Yes,14,27,High,Good
LittleBigPlanet PS Vita,Average,Yes,47,32,High,Good
Xenogears,Low,Yes,47,15,Medium,Bad
The SpongeBob SquarePants Movie,High,Yes,12,29,Medium,Good
Tom Clancy's Ghost Recon: Future Soldier,Low,No,22,35,High,Bad
Battlefield: Bad Company,Average,Yes,48,23,High,Good
Midway Arcade Treasures,High,No,31,33,High,Good
Wall-E,High,No,20,17,Low,Bad
Triple Play 99,Low,Yes,49,38,Low,Bad
Homefront,High,Yes,17,30,Low,Good
Super Monkey Ball,Average,Yes,34,14,Low,Good
Donkey Kong,High,No,10,32,Medium,Bad
Mortal Kombat 4,Average,No,46,22,High,Good
Mario Superstar Baseball,High,Yes,17,10,Low,Good
Mass Effect 3,High,Yes,40,34,High,Good
LEGO Batman 2: DC Super Heroes,Low,Yes,16,11,High,Bad
Medal of Honor: Warfighter,Low,Yes,34,12,High,Bad
WCW vs the World,High,No,33,13,Low,Good
SNK vs. Capcom: The Match of the Millennium,High,No,16,35,Medium,Bad
LEGO City Undercover,High,No,13,28,Medium,Bad
Onimusha 3: Demon Siege,Average,Yes,32,35,Medium,Good
Diablo III,High,No,11,33,Medium,Bad
Batman: Arkham Knight,High,No,41,33,Low,Good
BioShock,Low,No,36,25,High,Bad
Red Dead Revolver,High,Yes,29,29,High,Good
Anno 2070,High,No,25,28,Medium,Good
Resident Evil: Outbreak,High,No,41,19,High,Good
Smarty Pants,High,Yes,22,26,High,Good
Tamagotchi,High,No,10,15,Low,Bad
4 Nin uchi Mahjong,High,Yes,17,39,High,Good
Dragon Ball Z,Average,Yes,16,15,Medium,Bad
Game de Hakken!! Tamagotchi 2,Low,No,48,35,High,Bad
Namco Museum 64,High,Yes,32,15,High,Good
Hasbro Family Game Night,Low,Yes,47,31,High,Bad
Dragon Quest Monsters: Joker 2,High,No,43,27,Low,Good
Tony Hawk's American Wasteland (Weekly american sales),High,No,48,28,High,Good
My Word Coach,Average,Yes,26,16,Medium,Good
Hello Kitty Party,High,Yes,19,18,Medium,Good
SingStar Pop,High,Yes,33,32,Low,Good
Sonic Rivals,Average,Yes,39,30,Medium,Good
SimCity (2013),Average,No,16,18,Low,Bad
Kirby Super Star,High,No,16,33,High,Bad
Far Cry 4,High,No,43,34,High,Good
WWE SmackDown vs Raw 2008,High,Yes,24,29,Medium,Good
Kinect Joy Ride,High,Yes,20,39,High,Good
Rayman Raving Rabbids,High,No,30,39,Low,Good
Need for Speed Rivals,High,No,19,29,Low,Bad
Tiger Woods PGA Tour 2005,High,Yes,23,33,High,Good
Dead Space 2,High,Yes,10,24,Low,Good
NCAA Football 2003,Average,Yes,42,16,Medium,Good
Frogger 2: Swampy's Revenge,Low,No,12,33,Medium,Bad
Disney Infinity,Average,No,16,19,Low,Bad
LEGO Indiana Jones 2: The Adventure Continues,Average,Yes,43,15,Low,Good
Sonic's Ultimate Genesis Collection,High,No,36,37,Low,Good
Tiger Woods PGA Tour 09 All-Play,Average,Yes,15,38,Medium,Bad
Disney's DuckTales,High,No,40,24,Medium,Good
Classic NES Series: Super Mario Bros.,High,No,34,23,Low,Good
Triple Play 2000,High,No,22,39,Low,Good
Dragon Quest VII: Warriors of Eden,Low,No,27,20,Medium,Bad
Cabela's Big Game Hunter,High,No,39,19,Medium,Good
UFC Undisputed 2010,Average,Yes,38,17,Medium,Good
NBA Live 06 (Weekly american sales),High,Yes,15,19,High,Good
The Legend of Zelda: The Minish Cap,Average,No,15,31,Medium,Bad
NFL Street,High,Yes,18,13,Medium,Good
Sonic Generations,High,Yes,38,36,Medium,Good
Super Metroid,High,Yes,15,30,Low,Good
Pro Yakyuu Family Stadium '87,High,No,40,40,Low,Good
Dead Space,High,Yes,33,13,Medium,Good
Resident Evil (Remake),High,Yes,47,11,Medium,Good
Inazuma Eleven 2,Average,No,38,21,Low,Good
Tomb Raider (2013),High,No,40,39,High,Good
LEGO Star Wars II: The Original Trilogy,Average,No,20,23,High,Bad
Toy Story 3: The Video Game,High,Yes,41,21,Medium,Good
Fight Night Round 4,Average,Yes,11,21,Medium,Bad
LEGO Star Wars: The Video Game,High,No,45,12,Medium,Good
Injustice: Gods Among Us,High,Yes,32,28,Medium,Good
Madden NFL 15,Low,No,47,27,High,Bad
Disney's The Lion King,High,Yes,18,23,Low,Good
Ridge Racer,High,Yes,30,38,High,Good
Metroid: Other M,Low,No,11,30,Low,Bad
Knockout Kings 2000,High,No,32,31,High,Good
Gran Turismo 4 Prologue,High,Yes,34,20,High,Good
Twisted Metal: Black,Low,Yes,32,11,Medium,Bad
NASCAR 2005: Chase for the Cup,High,No,10,30,Medium,Bad
Call of Duty: Black Ops,High,Yes,46,29,Medium,Good
Spider-Man: The Movie,High,Yes,48,29,High,Good
Need For Speed: Undercover,High,Yes,48,22,Low,Good
2Xtreme,Average,Yes,41,19,High,Good
Far Cry 2,Low,No,13,21,Medium,Bad
Sonic Advance 3,Low,No,25,39,High,Bad
Final Fantasy III,Average,No,50,16,Medium,Good
Battlefield 4,High,No,19,37,High,Bad
Colin McRae Rally 3,Average,Yes,30,13,High,Good
Madden NFL 2002,High,Yes,41,23,High,Good
Doom (2016),Average,No,31,26,Low,Good
Final Fantasy XII: Revenant Wings,High,Yes,50,17,Low,Good
Bakugan: Battle Brawlers,Average,No,50,23,High,Good
Deus Ex: Human Revolution,High,No,20,37,Medium,Bad
NBA Jam,Average,Yes,39,12,Medium,Good
Teenage Mutant Ninja Turtles III: The Manhattan Project,Average,Yes,46,30,Low,Good
Dynasty Warriors 5,High,Yes,32,19,Low,Good
Hannah Montana: Spotlight World Tour,Low,Yes,11,34,Medium,Bad
WWE '13,Average,No,22,27,High,Good
Deus Ex: Human Revolution,Average,No,50,18,High,Good
True Crime: Streets of LA,High,Yes,16,11,High,Good
The Sims 2,High,No,38,35,High,Good
Paper Mario,Average,Yes,39,23,Medium,Good
Bravely Default: Flying Fairy,High,No,22,34,Medium,Good
Titanfall,Low,Yes,40,36,High,Bad
Duke Nukem: Time to Kill,High,Yes,38,15,Medium,Good
Persona 4: Golden,Low,Yes,28,31,Low,Bad
Dead Rising 2,High,Yes,12,21,Medium,Good
Hasbro Family Game Night 2,High,No,29,20,Low,Good
Disney Princess: Enchanted Journey,High,Yes,30,14,High,Good
Gardening Mama,High,No,43,32,High,Good
Dave Mirra Freestyle BMX 2,Low,Yes,32,15,High,Bad
Need for Speed: The Run,Low,Yes,40,25,Medium,Bad
LEGO Indiana Jones: The Original Adventures,High,Yes,36,17,Medium,Good
Assassin's Creed: Rogue,High,Yes,28,18,High,Good
Ridge Racer 7,High,Yes,42,27,Medium,Good
A Collection of Activision Classic Games for the Atari 2600,Average,Yes,22,36,High,Good
Forza Horizon 2,High,Yes,16,12,Low,Good
MotorStorm: Pacific Rift,High,No,48,37,Low,Good
Sonic Colors,High,Yes,24,10,Medium,Good
Star Wars Knights of the Old Republic II: The Sith Lords,High,Yes,13,19,Medium,Good
LEGO Harry Potter: Years 1-4,Average,No,37,40,High,Good
Pocket Monsters Stadium,Average,No,19,11,High,Bad
NBA 2K15,Low,No,26,18,Medium,Bad
Tom Clancy's Ghost Recon 2,High,Yes,29,34,Low,Good
Crash Bandicoot 2: N-Tranced,High,Yes,10,19,High,Good
Burnout Paradise,High,No,11,22,Low,Bad
SingStar Abba,Average,Yes,32,24,High,Good
Gradius,High,No,36,18,Medium,Good
Dragon Quest III: Soshite Densetsu e...,High,Yes,32,12,Low,Good
Centipede,High,Yes,40,18,Low,Good
Yoshi's New Island,High,Yes,37,17,High,Good
Ryse: Son of Rome,High,No,44,11,Medium,Good
Dead to Rights,Low,Yes,39,14,Medium,Bad
LEGO Harry Potter: Years 5-7,Low,No,39,24,Low,Bad
Marvel vs. Capcom 3: Fate of Two Worlds,High,Yes,28,14,High,Good
Dance Dance Revolution (Japan),High,No,40,25,Low,Good
F1 2010,Average,Yes,32,38,High,Good
Madden NFL 98,Average,Yes,43,35,Medium,Good
FIFA Soccer 09,High,No,28,26,High,Good
Namco Museum DS,Average,No,40,18,Medium,Good
FIFA Soccer 08,High,No,32,22,Medium,Good
Grand Theft Auto: Chinatown Wars,Average,No,40,14,Low,Good
Alan Wake,Average,Yes,21,40,High,Good
Battlefield: Bad Company,High,Yes,17,38,Medium,Good
Mortal Kombat X,High,Yes,23,30,Low,Good
Samurai Warriors,High,Yes,42,12,Low,Good
The Simpsons: Hit & Run,High,No,30,12,Medium,Good
Devil May Cry 4,Low,No,10,15,Medium,Bad
Tom Clancy's Rainbow Six: Vegas 2,High,No,10,30,High,Bad
Monster Hunter Freedom,High,Yes,45,19,Medium,Good
Crysis 2,Low,No,18,22,Low,Bad
SaGa Frontier,High,No,45,16,Medium,Good
SingStar Party,High,No,13,31,High,Bad
FIFA Soccer 08,Low,No,20,35,High,Bad
The ICO & Shadow of the Colossus Collection,High,No,20,39,High,Bad
Test Drive,High,No,13,20,Low,Bad
Mario & Luigi: Partners in Time,High,No,21,30,Low,Good
Lost Planet: Extreme Condition,High,No,12,28,Low,Bad
Mortal Kombat 3,High,Yes,32,33,Medium,Good
Doom 3,Low,No,35,34,High,Bad
Donkey Kong Jungle Beat,High,Yes,44,10,Low,Good
Need for Speed Carbon,High,Yes,11,30,High,Good
Max Payne 2: The Fall of Max Payne,High,Yes,10,23,High,Good
Command & Conquer: Red Alert 2,High,Yes,49,25,Medium,Good
MVP Baseball 2004,Low,Yes,16,28,Medium,Bad
WWE SmackDown vs Raw 2008,High,No,43,14,High,Good
Ratchet & Clank: Up Your Arsenal (Weekly american sales),High,Yes,45,12,High,Good
Your Shape: Fitness Evolved,Average,No,31,19,Low,Good
Rage,High,No,36,32,High,Good
Skylanders SWAP Force,Average,No,19,29,High,Bad
NBA 2K14,High,Yes,48,19,Medium,Good
Spider-Man: The Movie,High,Yes,43,20,High,Good
WWF War Zone,Average,No,13,14,Medium,Bad
Tony Hawk's Pro Skater,Average,No,14,40,Medium,Bad
The Sims: Bustin' Out,High,Yes,41,32,High,Good
Triple Play 2001,Low,No,48,37,Medium,Bad
Metroid Prime 2: Echoes,Average,Yes,19,14,Medium,Bad
UFC Undisputed 2010,Average,Yes,44,29,High,Good
Final Fantasy X / X-2 HD Remaster,Low,No,26,36,Medium,Bad
Corvette,High,No,22,39,Low,Good
Petz Wild Animals: Dolphinz,High,Yes,35,38,Medium,Good
Pokemon Ranger: Guardian Signs,High,Yes,23,19,High,Good
Middle-Earth: Shadow of Mordor,High,No,19,37,High,Bad
Need for Speed Underground Rivals,High,No,50,11,High,Good
LEGO Batman: The Videogame,High,No,31,16,Medium,Good
Dark Souls II,Average,Yes,39,28,High,Good
World of Warcraft: Wrath of the Lich King,High,Yes,22,39,High,Good
Kingdom Hearts II,High,Yes,12,36,Low,Good
The LEGO Movie Videogame,Low,Yes,20,22,Low,Bad
TOCA 2: Touring Cars,Average,Yes,36,22,Medium,Good
Gyromite,High,No,35,22,High,Good
NFL 2K3,Low,Yes,46,35,Low,Bad
Fighting Force,High,No,28,31,Medium,Good
Mega Man Battle Network 4: Red Sun / Blue Moon,High,No,24,29,High,Good
MAG: Massive Action Game,High,No,10,29,Medium,Bad
Madden NFL 97,High,No,30,22,Low,Good
Cars 2,Average,No,39,21,High,Good
Skylanders Giants,High,No,34,14,Medium,Good
LEGO Batman: The Videogame,High,No,27,29,Low,Good
TNN Motor Sports Hardcore 4x4,High,No,19,31,Medium,Bad
IHRA Drag Racing 2,High,Yes,36,21,High,Good
The Beatles: Rock Band,High,Yes,32,30,Low,Good
Tekken 6,Average,No,24,25,High,Good
[Prototype],High,Yes,27,16,Medium,Good
Deal or No Deal,High,Yes,34,31,Low,Good
Madagascar,High,Yes,28,29,Medium,Good
Rugrats Studio Tour,Average,No,31,21,High,Good
LEGO Battles,Average,No,13,23,High,Bad
Pitfall II: Lost Caverns,Low,Yes,10,20,Low,Bad
Turok: Evolution,High,Yes,17,17,Low,Good
High School Musical 3: Senior Year DANCE!,Low,Yes,46,14,Low,Bad
Gold's Gym: Cardio Workout,High,No,37,19,High,Good
Burnout 3: Takedown,Low,No,50,27,Low,Bad
Adventure,High,No,22,15,High,Good
Yu-Gi-Oh! The Sacred Cards,High,Yes,37,40,High,Good
Crysis 2,High,No,28,38,High,Good
NBA Live 07,High,Yes,26,16,Medium,Good
Saints Row IV,High,No,31,31,High,Good
SingStar '80s,High,Yes,28,15,Low,Good
EA Playground,High,No,32,34,Medium,Good
Test Drive 5,Average,Yes,23,32,High,Good
Romancing SaGa 3,Average,Yes,50,25,High,Good
EA Sports Active 2,Low,No,42,10,Low,Bad
Digimon World,High,Yes,20,28,Medium,Good
Rise of the Tomb Raider,High,No,32,32,Low,Good
Need for Speed Carbon,High,Yes,43,33,High,Good
Yoshi's Woolly World,Low,No,37,36,High,Bad
Mega Man Battle Network 3 Blue / White Version,High,No,29,13,Low,Good
FIFA Street,High,No,10,14,High,Bad
Resident Evil Zero,High,Yes,12,27,Medium,Good
Need for Speed: Most Wanted,Low,Yes,18,19,Medium,Bad
Tom Clancy's Rainbow Six: Siege,High,No,10,18,Medium,Bad
Pirates of the Caribbean: The Curse of the Black Pearl,High,No,32,39,High,Good
Transformers,High,Yes,48,23,Medium,Good
Guitar Hero: Aerosmith,High,No,41,31,Low,Good
Mystery Case Files: MillionHeir,High,Yes,42,12,Low,Good
Valkyria Chronicles,High,Yes,35,29,Low,Good
Midnight Club 3: DUB Edition (America weekly sales),High,No,25,19,Medium,Good
Champions of Norrath,High,Yes,45,20,Medium,Good
Watch Dogs,Average,Yes,38,38,Low,Good
Imagine: Wedding Designer,High,Yes,33,29,High,Good
Metal Gear Solid V: Ground Zeroes,High,No,25,26,Medium,Good
Yakuman,High,Yes,11,19,Medium,Good
Assassin's Creed Syndicate,High,No,33,26,Low,Good
Army Men 3D,High,No,19,27,Low,Bad
WWE '13,High,Yes,35,37,High,Good
Twisted Metal 4,Low,No,28,38,Medium,Bad
Manhunt,Low,No,40,39,Low,Bad
Kid Icarus: Uprising,Low,No,42,29,Medium,Bad
Silent Hill 2,High,No,46,18,High,Good
Tomb Raider: Underworld,Average,Yes,18,40,High,Bad
Castlevania: Symphony of the Night,High,No,32,28,Medium,Good
The Sims 2: Nightlife,High,No,23,11,Low,Good
LEGO Batman: The Videogame,High,Yes,34,29,Low,Good
Road Rash,Low,Yes,35,11,High,Bad
Pokemon Mystery Dungeon: Gates to Infinity,High,No,17,22,High,Bad
Atlantis,Average,Yes,24,15,High,Good
NBA 2K9,High,No,19,20,Medium,Bad
WWE '12,Low,Yes,48,20,High,Bad
Tony Hawk's Underground,High,Yes,12,40,Medium,Good
Hogan's Alley,High,Yes,30,35,High,Good
The Elder Scrolls Online,Low,Yes,10,30,Low,Bad
Jillian Michaels' Fitness Ultimatum 2009,High,Yes,40,16,Low,Good
.hack//Infection Part 1,Low,Yes,37,10,Low,Bad
Rockstar Games presents Table Tennis,High,No,41,20,High,Good
Sonic Adventure DX: Director's Cut,Low,Yes,34,13,Low,Bad
Jet Li: Rise to Honor,High,No,14,37,High,Bad
Battle Arena Toshinden,High,No,50,18,Medium,Good
Yokai Watch 3,Low,No,41,37,Low,Bad
Kung Fu Panda,High,Yes,31,38,High,Good
Tamagotchi Connection: Corner Shop,Low,Yes,14,10,Medium,Bad
Football Manager 2011,High,Yes,24,10,Medium,Good
Devil Dice,Average,Yes,36,10,High,Good
Final Fantasy IV,Average,Yes,24,18,Low,Good
Hyrule Warriors,High,No,25,31,Medium,Good
Need for Speed Carbon,Average,Yes,29,38,High,Good
Championship Manager 03/04,High,No,34,35,High,Good
Brian Lara Cricket,Average,No,40,14,High,Good
Ratatouille,High,No,24,15,High,Good
Wheel of Fortune,Average,No,22,22,Medium,Good
LEGO The Lord of the Rings,High,No,41,37,Low,Good
Winter Sports: The Ultimate Challenge,Average,Yes,14,32,Low,Bad
SOCOM: U.S. Navy SEALs Confrontation,Average,No,26,35,High,Good
NBA Live 2001,High,No,10,12,High,Bad
Star Wars: The Force Unleashed,High,Yes,45,39,Medium,Good
Combat,High,Yes,38,10,Medium,Good
Tom Clancy's Rainbow Six: Vegas,High,Yes,22,27,Medium,Good
Dragon Ball: Daimaou Fukkatsu,High,Yes,15,39,Medium,Good
Gegege no Kitarou 2: Youkai Gundan no Chousen,High,No,49,19,High,Good
Reel Fishing,Average,Yes,30,36,Medium,Good
Injustice: Gods Among Us,High,Yes,40,24,Medium,Good
Pokemon XD: Gale of Darkness,High,Yes,15,20,High,Good
Black,Average,Yes,48,35,Medium,Good
RollerCoaster Tycoon 2,High,Yes,35,16,High,Good
Lara Croft Tomb Raider: The Angel of Darkness,High,No,29,18,Medium,Good
Tom Clancy's Splinter Cell: Pandora Tomorrow,Average,No,11,26,High,Bad
Road Rash 3D,High,No,43,36,High,Good
Ratchet: Deadlocked,Low,No,49,18,High,Bad
Baldur's Gate: Dark Alliance,Average,No,14,33,High,Bad
Transformers: Autobots / Decepticons,High,Yes,33,38,Medium,Good
Tales of Xillia,High,No,25,22,High,Good
Diddy Kong Racing DS,Average,No,10,33,High,Bad
[Prototype],High,No,50,34,High,Good
Assassin's Creed: Bloodlines,Average,No,22,14,Medium,Good
Oddworld: Abe's Oddysee,Average,No,32,10,Low,Good
The Witcher 3: Wild Hunt,High,Yes,45,14,High,Good
Ridge Racer V,High,Yes,32,28,Low,Good
WWE SmackDown vs. Raw 2009,High,Yes,35,36,High,Good
Tetris 2 (All region sales),Average,No,23,37,Low,Good
Star Wars Episode III: Revenge of the Sith,High,No,50,21,Low,Good
Ben 10: Protector of Earth,High,Yes,48,20,High,Good
Frogger: The Great Quest,High,No,33,26,Medium,Good
2010 FIFA World Cup South Africa,High,No,14,40,Medium,Bad
Ninja Gaiden,Low,No,44,32,Low,Bad
Crash Bandicoot: The Wrath of Cortex,Average,Yes,35,39,Low,Good
Driv3r,High,No,13,35,Low,Bad
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,Average,No,39,18,Low,Good
Farming Simulator 2015,Average,Yes,27,17,High,Good
Guitar Hero: Aerosmith,High,Yes,43,29,Low,Good
Medal of Honor: Airborne,High,Yes,32,40,Medium,Good
Kirby Tilt 'n' Tumble,Average,No,23,20,Low,Good
SpongeBob SquarePants: Battle for Bikini Bottom,Low,Yes,30,35,High,Bad
Vigilante 8,High,Yes,43,13,High,Good
Castlevania,Average,Yes,10,30,Low,Bad
Donkey Kong Country 2,Low,No,41,35,Medium,Bad
Bayonetta,Average,Yes,26,24,Medium,Good
"WarioWare, Inc.: Mega MicroGame$",High,Yes,21,39,High,Good
Star Wars: Battlefront II,High,Yes,38,22,High,Good
Madden NFL 17,Average,Yes,46,14,Medium,Good
Boom Blox,High,No,19,31,High,Bad
Fallout 4,High,No,20,15,Medium,Bad
The Sims 2: Castaway,High,Yes,23,23,High,Good
LEGO Batman 2: DC Super Heroes,Low,Yes,30,31,Low,Bad
Naruto Shippuden: Ultimate Ninja Storm 2,High,Yes,29,38,High,Good
Mario Power Tennis,High,No,29,19,Low,Good
Intelligent Qube,High,Yes,32,36,Low,Good
Game & Watch Gallery 2,Low,Yes,25,28,High,Bad
Game & Watch Gallery 3,Low,Yes,21,18,Medium,Bad
Pac-Man,High,Yes,34,24,High,Good
Parfait: Chocolat Second Style,High,Yes,37,23,Medium,Good
F1 2011,Low,No,47,25,High,Bad
Cars,Average,No,47,28,Low,Good
NBA Live 99,High,Yes,41,19,Medium,Good
Chocobo no Fushigi Dungeon,High,No,37,22,Low,Good
Golden Sun: The Lost Age,Average,Yes,28,24,Low,Good
SimCity 2000,High,No,36,15,Medium,Good
Max Payne,High,Yes,41,22,Low,Good
WCW Mayhem,High,No,46,39,High,Good
NBA 2K2,High,No,37,40,Low,Good
NASCAR Thunder 2003,Average,Yes,34,33,Low,Good
Super Street Fighter IV: 3D Edition,High,Yes,40,18,High,Good
Cars,Low,Yes,46,15,Low,Bad
Fuzion Frenzy,Average,No,19,35,High,Bad
Call of Duty: Finest Hour,High,No,36,14,Medium,Good
FIFA Soccer 11,Average,No,43,14,High,Good
Sly Cooper and the Thievius Raccoonus,Average,Yes,46,29,High,Good
LEGO Indiana Jones 2: The Adventure Continues,High,No,29,13,Low,Good
The Magical Quest starring Mickey Mouse,Average,Yes,25,19,Low,Good
Dragon Quest IV: Michibikareshi Monotachi,High,Yes,12,14,High,Good
Star Wars Episode 1: Jedi Power Battles,Average,No,43,22,Low,Good
Dino Crisis 2,High,Yes,48,40,Low,Good
Need for Speed Underground,High,Yes,25,29,Medium,Good
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,High,No,21,13,Medium,Good
Test Drive 4,High,Yes,25,24,Low,Good
FIFA Soccer 07,Average,No,38,29,Medium,Good
World Soccer Winning Eleven 9 (JP & Others sales),High,No,29,37,High,Good
The Lord of the Rings: The Fellowship of the Ring,Average,No,11,40,Low,Bad
LEGO Star Wars III: The Clone Wars,High,No,49,16,Low,Good
ATV Offroad Fury 3,High,Yes,10,20,Medium,Good
Pikmin 2,High,Yes,23,24,Low,Good
Just Dance 2016,Average,Yes,19,13,Low,Good
Disney Sing It,High,No,39,24,Medium,Good
Battlefield: Hardline,Average,Yes,16,18,Low,Bad
WWE 2K16,High,No,10,33,Medium,Bad
Dragon Ball Z: La Legende Saien,High,Yes,12,33,Medium,Good
TwinBee,High,Yes,26,18,Low,Good
Ganbare Goemon! Karakuri Douchuu,High,Yes,27,26,High,Good
NFL 2K,High,No,16,36,Medium,Bad
SolarStriker,High,No,11,26,Medium,Bad
Enter the Matrix,Average,Yes,46,27,High,Good
NHL 2002,High,No,12,18,High,Bad
Mario vs. Donkey Kong 2: March of the Minis,Low,No,32,23,Medium,Bad
PokéPark Wii: Pikachu's Adventure,Average,No,20,27,Medium,Bad
One Piece: Pirate Warriors,Low,No,14,21,Low,Bad
WWE 2K14,Low,No,12,20,High,Bad
Metal Gear Solid: Portable Ops,Average,No,28,29,High,Good
Nuclear Strike,High,Yes,15,31,High,Good
Captain Toad: Treasure Tracker,Low,No,48,32,High,Bad
WWE SmackDown vs Raw 2008,Average,No,37,16,Low,Good
The Simpsons: Road Rage,High,No,27,24,Low,Good
Pro Evolution Soccer 2008,Average,Yes,40,15,Low,Good
SpongeBob SquarePants: Revenge of the Flying Dutchman,High,No,49,29,Low,Good
Mario & Sonic at the London 2012 Olympic Games,Low,No,34,20,Medium,Bad
Scarface: The World is Yours,Average,Yes,32,40,High,Good
Kobe Bryant in NBA Courtside,Average,Yes,41,13,Low,Good
Disney's Chip 'n Dale: Rescue Rangers,Average,Yes,24,18,High,Good
The Dukes of Hazzard: Racing for Home,Low,No,46,35,Medium,Bad
Hitman 2: Silent Assassin,High,No,44,22,Low,Good
FIFA 14,High,Yes,26,30,High,Good
Spider-Man: The Movie,High,Yes,41,37,Medium,Good
Final Fantasy I & II: Dawn of Souls,Average,No,16,12,Low,Bad
NBA 2K17,Average,Yes,17,11,Low,Bad
Pokemon Super Mystery Dungeon,Low,Yes,14,24,High,Bad
Just Dance 4,High,No,42,23,High,Good
Metal Gear Solid VR Missions,Average,Yes,30,20,Low,Good
Pole Position,Average,No,32,25,Medium,Good
Resident Evil: Operation Raccoon City,High,Yes,40,31,Low,Good
LEGO Indiana Jones: The Original Adventures,Average,Yes,15,39,High,Bad
Pro Yakyuu Family Stadium '88,High,Yes,37,10,Low,Good
Shenmue,High,No,28,21,Low,Good
Mario Tennis,High,Yes,46,19,Low,Good
Tony Hawk's Pro Skater 2,Average,Yes,32,31,Medium,Good
