GameId,GameName,PlatformId,ReleaseYear,GenreId,GamePublisher
1307,Super Monkey Ball,19,2001.0,5,Atari
1308,Donkey Kong,16,1981.0,2,Coleco
1309,Mortal Kombat 4,13,1998.0,10,GT Interactive
1310,Mario Superstar Baseball,19,2005.0,1,Nintendo
1311,Mass Effect 3,6,2012.0,4,Electronic Arts
1312,LEGO Batman 2: DC Super Heroes,1,2012.0,9,Warner Bros. Interactive Entertainment
1313,Medal of Honor: Warfighter,6,2012.0,9,Electronic Arts
1314,WCW vs the World,13,1998.0,10,THQ
1315,SNK vs. Capcom: The Match of the Millennium,17,2006.0,10,Sega
1316,LEGO City Undercover,10,2013.0,2,Nintendo
1317,Onimusha 3: Demon Siege,7,2004.0,9,Capcom
1318,Diablo III,5,2013.0,4,Activision
1319,Batman: Arkham Knight,18,2015.0,9,Warner Bros. Interactive Entertainment
1320,BioShock,6,2008.0,7,Take-Two Interactive
1321,Red Dead Revolver,7,2004.0,7,Take-Two Interactive
1322,Anno 2070,15,2011.0,12,Ubisoft
1323,Resident Evil: Outbreak,7,2003.0,9,Capcom
1324,Smarty Pants,1,2007.0,6,Electronic Arts
1325,Tamagotchi,3,1996.0,8,Namco Bandai Games
1326,4 Nin uchi Mahjong,2,1984.0,6,Nintendo
1327,Dragon Ball Z,8,1993.0,10,Namco Bandai Games
1328,Game de Hakken!! Tamagotchi 2,3,1997.0,8,Namco Bandai Games
1329,Namco Museum 64,12,1999.0,6,Namco Bandai Games
1330,Hasbro Family Game Night,1,2008.0,5,Electronic Arts
1331,Dragon Quest Monsters: Joker 2,4,2010.0,4,Square Enix
1332,Tony Hawk's American Wasteland (Weekly american sales),7,2005.0,1,Activision
1333,My Word Coach,4,2007.0,6,Ubisoft
1334,Hello Kitty Party,4,2007.0,6,Rising Star Games
1335,SingStar Pop,7,2007.0,6,Sony Computer Entertainment
1336,Sonic Rivals,17,2006.0,3,Sega
1337,SimCity (2013),15,2013.0,8,Electronic Arts
1338,Kirby Super Star,8,1996.0,2,Nintendo
1339,Far Cry 4,6,2014.0,7,Ubisoft
1340,WWE SmackDown vs Raw 2008,5,2007.0,10,THQ
1341,Kinect Joy Ride,5,2010.0,3,Microsoft Game Studios
1342,Rayman Raving Rabbids,1,2006.0,6,Ubisoft
1343,Need for Speed Rivals,6,2013.0,3,Electronic Arts
1344,Tiger Woods PGA Tour 2005,7,2004.0,1,Electronic Arts
1345,Dead Space 2,6,2011.0,7,Electronic Arts
1346,NCAA Football 2003,7,2002.0,1,Electronic Arts
1347,Frogger 2: Swampy's Revenge,13,1999.0,9,Hasbro Interactive
1348,Disney Infinity,5,2013.0,9,Disney Interactive Studios
1349,LEGO Indiana Jones 2: The Adventure Continues,1,2009.0,9,Activision
1350,Sonic's Ultimate Genesis Collection,5,2009.0,6,Sega
1351,Tiger Woods PGA Tour 09 All-Play,1,2008.0,1,Electronic Arts
1352,Disney's DuckTales,3,1988.0,2,Capcom
1353,Classic NES Series: Super Mario Bros.,9,2004.0,2,Nintendo
1354,Triple Play 2000,13,1999.0,1,Electronic Arts
1355,Dragon Quest VII: Warriors of Eden,10,2013.0,4,Square Enix
1356,Cabela's Big Game Hunter,7,2002.0,1,Activision
1357,UFC Undisputed 2010,6,2010.0,10,THQ
1358,NBA Live 06 (Weekly american sales),7,2005.0,1,Electronic Arts
1359,The Legend of Zelda: The Minish Cap,9,2004.0,9,Nintendo
1360,NFL Street,7,2004.0,1,Electronic Arts
1361,Sonic Generations,5,2011.0,2,Sega
1362,Super Metroid,8,1994.0,9,Nintendo
1363,Pro Yakyuu Family Stadium '87,2,1987.0,1,Namco Bandai Games
1364,Dead Space,5,2008.0,9,Electronic Arts
1365,Resident Evil (Remake),19,2002.0,9,Capcom
1366,Inazuma Eleven 2,4,2009.0,4,Nintendo
1367,Tomb Raider (2013),11,2014.0,9,Square Enix
1368,LEGO Star Wars II: The Original Trilogy,17,2006.0,9,LucasArts
1369,Toy Story 3: The Video Game,1,2010.0,9,Disney Interactive Studios
1370,Fight Night Round 4,5,2009.0,10,Electronic Arts
1371,LEGO Star Wars: The Video Game,19,2005.0,9,Eidos Interactive
1372,Injustice: Gods Among Us,5,2013.0,10,Warner Bros. Interactive Entertainment
1373,Madden NFL 15,6,2014.0,1,Electronic Arts
1374,Disney's The Lion King,21,1994.0,2,Virgin Interactive
1375,Ridge Racer,17,2004.0,3,Sony Computer Entertainment
1376,Metroid: Other M,1,2010.0,9,Nintendo
1377,Knockout Kings 2000,13,1999.0,10,Electronic Arts
1378,Gran Turismo 4 Prologue,7,2003.0,3,Sony Computer Entertainment
1379,Twisted Metal: Black,7,2001.0,3,Sony Computer Entertainment
1380,NASCAR 2005: Chase for the Cup,7,2004.0,3,Electronic Arts
1381,Call of Duty: Black Ops,1,2010.0,7,Activision
1382,Spider-Man: The Movie,14,2002.0,9,Activision
1383,Need For Speed: Undercover,7,2008.0,3,Electronic Arts
1384,2Xtreme,13,1996.0,1,Sony Computer Entertainment
1385,Far Cry 2,6,2008.0,9,Ubisoft
1386,Sonic Advance 3,9,2004.0,2,THQ
1387,Final Fantasy III,2,1990.0,4,SquareSoft
1388,Battlefield 4,15,2013.0,7,Electronic Arts
1389,Colin McRae Rally 3,7,2002.0,3,Codemasters
1390,Madden NFL 2002,13,2001.0,1,Electronic Arts
1391,Doom (2016),11,2016.0,7,Bethesda Softworks
1392,Final Fantasy XII: Revenant Wings,4,2007.0,4,Square Enix
1393,Bakugan: Battle Brawlers,4,2009.0,9,Activision
1394,Deus Ex: Human Revolution,6,2011.0,7,Square Enix
1395,NBA Jam,8,1994.0,1,Acclaim Entertainment
1396,Teenage Mutant Ninja Turtles III: The Manhattan Project,2,1991.0,9,Konami Digital Entertainment
1397,Dynasty Warriors 5,7,2005.0,9,Tecmo Koei
1398,Hannah Montana: Spotlight World Tour,1,2007.0,9,Disney Interactive Studios
1399,WWE '13,6,2012.0,9,THQ
1400,Deus Ex: Human Revolution,5,2011.0,7,Square Enix
1401,True Crime: Streets of LA,14,2003.0,9,Activision
1402,The Sims 2,17,2005.0,8,Electronic Arts
1403,Paper Mario,12,2000.0,4,Nintendo
1404,Bravely Default: Flying Fairy,10,2012.0,4,Nintendo
1405,Titanfall,5,2014.0,7,Electronic Arts
1406,Duke Nukem: Time to Kill,13,1998.0,7,Take-Two Interactive
1407,Persona 4: Golden,23,2012.0,4,Atlus
1408,Dead Rising 2,6,2010.0,9,Capcom
1409,Hasbro Family Game Night 2,1,2009.0,6,Electronic Arts
1410,Disney Princess: Enchanted Journey,1,2007.0,11,Disney Interactive Studios
1411,Gardening Mama,4,2009.0,5,505 Games
1412,Dave Mirra Freestyle BMX 2,7,2001.0,1,Acclaim Entertainment
1413,Need for Speed: The Run,5,2011.0,9,Electronic Arts
1414,LEGO Indiana Jones: The Original Adventures,7,2008.0,9,LucasArts
1415,Assassin's Creed: Rogue,6,2014.0,9,Ubisoft
1416,Ridge Racer 7,6,2006.0,3,Namco Bandai Games
1417,A Collection of Activision Classic Games for the Atari 2600,13,1998.0,6,Activision
1418,Forza Horizon 2,18,2014.0,3,Microsoft Game Studios
1419,MotorStorm: Pacific Rift,6,2008.0,3,Sony Computer Entertainment
1420,Sonic Colors,4,2010.0,2,Sega
1421,Star Wars Knights of the Old Republic II: The Sith Lords,14,2004.0,4,Activision
1422,LEGO Harry Potter: Years 1-4,6,2010.0,9,Warner Bros. Interactive Entertainment
1423,Pocket Monsters Stadium,12,1998.0,12,Nintendo
1424,NBA 2K15,6,2014.0,1,Take-Two Interactive
1425,Tom Clancy's Ghost Recon 2,14,2004.0,7,Ubisoft
1426,Crash Bandicoot 2: N-Tranced,9,2003.0,2,Vivendi Games
1427,Burnout Paradise,5,2008.0,3,Electronic Arts
1428,SingStar Abba,7,2008.0,6,Sony Computer Entertainment
1429,Gradius,2,1986.0,7,Konami Digital Entertainment
1430,Dragon Quest III: Soshite Densetsu e...,8,1996.0,4,Enix Corporation
1431,Centipede,16,1981.0,7,Atari
1432,Yoshi's New Island,10,2014.0,2,Nintendo
1433,Ryse: Son of Rome,18,2013.0,9,Microsoft Game Studios
1434,Dead to Rights,7,2002.0,7,Electronic Arts
1435,LEGO Harry Potter: Years 5-7,1,,9,Warner Bros. Interactive Entertainment
1436,Marvel vs. Capcom 3: Fate of Two Worlds,6,2011.0,10,Capcom
1437,Dance Dance Revolution (Japan),13,1999.0,8,Konami Digital Entertainment
1438,F1 2010,6,2010.0,3,Codemasters
1439,Madden NFL 98,13,1997.0,1,Electronic Arts
1440,FIFA Soccer 09,17,2008.0,1,Electronic Arts
1441,Namco Museum DS,4,2007.0,6,Atari
1442,FIFA Soccer 08,17,2007.0,1,Electronic Arts
1443,Grand Theft Auto: Chinatown Wars,4,2009.0,9,Take-Two Interactive
1444,Alan Wake,5,2010.0,9,Microsoft Game Studios
1445,Battlefield: Bad Company,6,2008.0,7,Electronic Arts
1446,Mortal Kombat X,18,2015.0,10,Warner Bros. Interactive Entertainment
1447,Samurai Warriors,7,2004.0,9,Electronic Arts
1448,The Simpsons: Hit & Run,14,2003.0,3,Vivendi Games
1449,Devil May Cry 4,5,2008.0,9,Capcom
1450,Tom Clancy's Rainbow Six: Vegas 2,6,2008.0,7,Ubisoft
1451,Monster Hunter Freedom,17,2005.0,4,Capcom
1452,Crysis 2,5,2011.0,9,Electronic Arts
1453,SaGa Frontier,13,1997.0,4,SquareSoft
1454,SingStar Party,7,2004.0,6,Sony Computer Entertainment
1455,FIFA Soccer 08,5,2007.0,1,Electronic Arts
1456,The ICO & Shadow of the Colossus Collection,6,2011.0,11,Sony Computer Entertainment
1457,Test Drive,7,2002.0,3,Atari
1458,Mario & Luigi: Partners in Time,4,2005.0,4,Nintendo
1459,Lost Planet: Extreme Condition,5,2006.0,7,Capcom
1460,Mortal Kombat 3,21,1994.0,10,Acclaim Entertainment
1461,Doom 3,14,2005.0,7,Activision
1462,Donkey Kong Jungle Beat,19,2004.0,2,Nintendo
1463,Need for Speed Carbon,7,2006.0,3,Electronic Arts
1464,Max Payne 2: The Fall of Max Payne,7,2003.0,7,Take-Two Interactive
1465,Command & Conquer: Red Alert 2,15,2000.0,12,Electronic Arts
1466,MVP Baseball 2004,7,2004.0,1,Electronic Arts
1467,WWE SmackDown vs Raw 2008,6,2007.0,10,THQ
1468,Ratchet & Clank: Up Your Arsenal (Weekly american sales),7,2004.0,2,Sony Computer Entertainment
1469,Your Shape: Fitness Evolved,5,2010.0,1,Ubisoft
1470,Rage,6,2011.0,7,Bethesda Softworks
1471,Skylanders SWAP Force,5,2013.0,2,Activision
1472,NBA 2K14,11,2013.0,1,Take-Two Interactive
1473,Spider-Man: The Movie,9,2002.0,9,Activision
1474,WWF War Zone,12,1998.0,10,Acclaim Entertainment
1475,Tony Hawk's Pro Skater,3,2000.0,1,Activision
1476,The Sims: Bustin' Out,9,2003.0,8,Electronic Arts
1477,Triple Play 2001,13,2000.0,1,Electronic Arts
1478,Metroid Prime 2: Echoes,19,2004.0,7,Nintendo
1479,UFC Undisputed 2010,5,2010.0,10,THQ
1480,Final Fantasy X / X-2 HD Remaster,6,2013.0,4,Square Enix
1481,Corvette,7,2004.0,3,TDK Mediactive
1482,Petz Wild Animals: Dolphinz,4,2007.0,8,Ubisoft
1483,Pokemon Ranger: Guardian Signs,4,2010.0,4,Nintendo
1484,Middle-Earth: Shadow of Mordor,18,2014.0,9,Warner Bros. Interactive Entertainment
1485,Need for Speed Underground Rivals,17,2005.0,3,Electronic Arts
1486,LEGO Batman: The Videogame,6,2008.0,9,Warner Bros. Interactive Entertainment
1487,Dark Souls II,6,2014.0,4,Namco Bandai Games
1488,World of Warcraft: Wrath of the Lich King,15,2008.0,4,Activision
1489,Kingdom Hearts II,6,2014.0,4,Square Enix
1490,The LEGO Movie Videogame,5,2014.0,9,Warner Bros. Interactive Entertainment
1491,TOCA 2: Touring Cars,13,1998.0,3,Codemasters
1492,Gyromite,2,1985.0,5,Nintendo
1493,NFL 2K3,7,2002.0,1,Atari
1494,Fighting Force,13,1997.0,10,Eidos Interactive
1495,Mega Man Battle Network 4: Red Sun / Blue Moon,9,2003.0,4,Capcom
1496,MAG: Massive Action Game,6,2010.0,7,Sony Computer Entertainment
1497,Madden NFL 97,13,1996.0,1,Electronic Arts
1498,Cars 2,4,2011.0,3,Disney Interactive Studios
1499,Skylanders Giants,5,2012.0,9,Activision
1500,LEGO Batman: The Videogame,17,,9,Warner Bros. Interactive Entertainment
1501,TNN Motor Sports Hardcore 4x4,13,1996.0,3,ASC Games
1502,IHRA Drag Racing 2,7,2002.0,3,Bethesda Softworks
1503,The Beatles: Rock Band,5,2009.0,6,MTV Games
1504,Tekken 6,5,2009.0,10,Namco Bandai Games
1505,[Prototype],5,2009.0,9,Activision
1506,Deal or No Deal,1,2009.0,6,Zoo Games
1507,Madagascar,7,2005.0,2,Activision
1508,Rugrats Studio Tour,13,1999.0,11,THQ
1509,LEGO Battles,4,2009.0,12,Warner Bros. Interactive Entertainment
1510,Pitfall II: Lost Caverns,16,1983.0,2,Activision
1511,Turok: Evolution,7,2002.0,7,Acclaim Entertainment
1512,High School Musical 3: Senior Year DANCE!,1,2008.0,6,Disney Interactive Studios
1513,Gold's Gym: Cardio Workout,1,2008.0,1,Ubisoft
1514,Burnout 3: Takedown,14,2004.0,3,Electronic Arts
1515,Adventure,16,,11,Atari
1516,Yu-Gi-Oh! The Sacred Cards,9,2002.0,4,Konami Digital Entertainment
1517,Crysis 2,6,2011.0,9,Electronic Arts
1518,NBA Live 07,7,2006.0,1,Electronic Arts
1519,Saints Row IV,6,2013.0,9,Deep Silver
1520,SingStar '80s,7,2005.0,6,Sony Computer Entertainment
1521,EA Playground,1,2007.0,1,Electronic Arts
1522,Test Drive 5,13,1997.0,3,Accolade
1523,Romancing SaGa 3,8,1995.0,4,SquareSoft
1524,EA Sports Active 2,1,2010.0,1,Electronic Arts
1525,Digimon World,13,1999.0,4,Namco Bandai Games
1526,Rise of the Tomb Raider,18,2015.0,11,Square Enix
1527,Need for Speed Carbon,1,2006.0,3,Electronic Arts
1528,Yoshi's Woolly World,20,2015.0,2,Nintendo
1529,Mega Man Battle Network 3 Blue / White Version,9,2002.0,4,Capcom
1530,FIFA Street,6,2012.0,1,Electronic Arts
1531,Resident Evil Zero,19,2002.0,9,Capcom
1532,Need for Speed: Most Wanted,5,2005.0,3,Electronic Arts
1533,Tom Clancy's Rainbow Six: Siege,18,2015.0,7,Ubisoft
1534,Pirates of the Caribbean: The Curse of the Black Pearl,9,2003.0,2,TDK Mediactive
1535,Transformers,7,2004.0,7,Atari
1536,Guitar Hero: Aerosmith,1,2008.0,6,Activision
1537,Mystery Case Files: MillionHeir,4,2008.0,11,Nintendo
1538,Valkyria Chronicles,6,2008.0,4,Sega
1539,Midnight Club 3: DUB Edition (America weekly sales),7,2005.0,3,Take-Two Interactive
1540,Champions of Norrath,7,2004.0,4,Sony Online Entertainment
1541,Watch Dogs,5,2014.0,9,Ubisoft
1542,Imagine: Wedding Designer,4,2008.0,8,Ubisoft
1543,Metal Gear Solid V: Ground Zeroes,11,2014.0,9,Konami Digital Entertainment
1544,Yakuman,3,1989.0,6,Nintendo
1545,Assassin's Creed Syndicate,18,2015.0,9,Ubisoft
1546,Army Men 3D,13,1999.0,9,3DO
1547,WWE '13,5,2012.0,9,THQ
1548,Twisted Metal 4,13,1999.0,3,989 Studios
1549,Manhunt,7,2003.0,9,Take-Two Interactive
1550,Kid Icarus: Uprising,10,2012.0,9,Nintendo
1551,Silent Hill 2,7,2001.0,9,Konami Digital Entertainment
1552,Tomb Raider: Underworld,6,2008.0,9,Eidos Interactive
1553,Castlevania: Symphony of the Night,13,1997.0,2,Konami Digital Entertainment
1554,The Sims 2: Nightlife,15,2005.0,8,Electronic Arts
1555,LEGO Batman: The Videogame,7,2008.0,9,Warner Bros. Interactive Entertainment
1556,Road Rash,13,1995.0,3,Electronic Arts
1557,Pokemon Mystery Dungeon: Gates to Infinity,10,2012.0,4,Nintendo
1558,Atlantis,16,1981.0,7,Imagic
1559,NBA 2K9,5,2008.0,1,Take-Two Interactive
1560,WWE '12,5,2011.0,10,THQ
1561,Tony Hawk's Underground,14,2003.0,1,Activision
1562,Hogan's Alley,2,1984.0,7,Nintendo
1563,The Elder Scrolls Online,18,2015.0,4,Bethesda Softworks
1564,Jillian Michaels' Fitness Ultimatum 2009,1,2008.0,1,Deep Silver
1565,.hack//Infection Part 1,7,2002.0,4,Atari
1566,Rockstar Games presents Table Tennis,1,2007.0,1,Take-Two Interactive
1567,Sonic Adventure DX: Director's Cut,19,2003.0,2,Sega
1568,Jet Li: Rise to Honor,7,2004.0,9,Sony Computer Entertainment
1569,Battle Arena Toshinden,13,1994.0,10,Sony Computer Entertainment
1570,Yokai Watch 3,10,2016.0,9,Level 5
1571,Kung Fu Panda,4,2008.0,9,Activision
1572,Tamagotchi Connection: Corner Shop,4,2005.0,8,Atari
1573,Football Manager 2011,15,2010.0,1,Sega
1574,Devil Dice,13,1998.0,5,THQ
1575,Final Fantasy IV,4,2007.0,8,Square Enix
1576,Hyrule Warriors,20,2014.0,9,Nintendo
1577,Need for Speed Carbon,6,2006.0,3,Electronic Arts
1578,Championship Manager 03/04,15,2003.0,1,Eidos Interactive
1579,Brian Lara Cricket,13,1998.0,1,Codemasters
1580,Ratatouille,4,2007.0,9,THQ
1581,Wheel of Fortune,13,1998.0,6,Hasbro Interactive
1582,LEGO The Lord of the Rings,5,2012.0,9,Warner Bros. Interactive Entertainment
1583,Winter Sports: The Ultimate Challenge,1,2007.0,1,RTL
1584,SOCOM: U.S. Navy SEALs Confrontation,6,2008.0,7,Sony Computer Entertainment
1585,NBA Live 2001,13,2000.0,1,Electronic Arts
1586,Star Wars: The Force Unleashed,7,2008.0,9,LucasArts
1587,Combat,16,,9,Atari
1588,Tom Clancy's Rainbow Six: Vegas,6,2007.0,7,Ubisoft
1589,Dragon Ball: Daimaou Fukkatsu,2,1988.0,4,Namco Bandai Games
1590,Gegege no Kitarou 2: Youkai Gundan no Chousen,2,1987.0,4,Namco Bandai Games
1591,Reel Fishing,13,1996.0,1,Natsume
1592,Injustice: Gods Among Us,6,2013.0,10,Warner Bros. Interactive Entertainment
1593,Pokemon XD: Gale of Darkness,19,2005.0,4,Nintendo
1594,Black,7,2006.0,7,Electronic Arts
1595,RollerCoaster Tycoon 2,15,2002.0,12,Atari
1596,Lara Croft Tomb Raider: The Angel of Darkness,7,2003.0,9,Eidos Interactive
1597,Tom Clancy's Splinter Cell: Pandora Tomorrow,7,2004.0,9,Ubisoft
1598,Road Rash 3D,13,1998.0,3,Electronic Arts
1599,Ratchet: Deadlocked,7,2005.0,7,Sony Computer Entertainment
1600,Baldur's Gate: Dark Alliance,7,2001.0,4,Virgin Interactive
1601,Transformers: Autobots / Decepticons,4,2007.0,9,Activision
1602,Tales of Xillia,6,2011.0,4,Namco Bandai Games
1603,Diddy Kong Racing DS,4,2007.0,3,Nintendo
1604,[Prototype],6,2009.0,9,Activision
1605,Assassin's Creed: Bloodlines,17,2009.0,9,Ubisoft
1606,Oddworld: Abe's Oddysee,13,1997.0,2,GT Interactive
1607,The Witcher 3: Wild Hunt,18,2015.0,4,Namco Bandai Games
1608,Ridge Racer V,7,2000.0,9,Namco Bandai Games
1609,WWE SmackDown vs. Raw 2009,7,2008.0,10,THQ
1610,Tetris 2 (All region sales),3,1992.0,5,Nintendo
1611,Star Wars Episode III: Revenge of the Sith,14,2005.0,9,Activision
1612,Ben 10: Protector of Earth,1,2007.0,9,D3Publisher
1613,Frogger: The Great Quest,7,2001.0,2,Konami Digital Entertainment
1614,2010 FIFA World Cup South Africa,6,2010.0,1,Electronic Arts
1615,Ninja Gaiden,14,2004.0,9,Microsoft Game Studios
1616,Crash Bandicoot: The Wrath of Cortex,14,2002.0,2,Universal Interactive
1617,Driv3r,7,2004.0,3,Atari
1618,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,13,2003.0,6,Sony Computer Entertainment
1619,Farming Simulator 2015,15,2014.0,8,Focus Home Interactive
1620,Guitar Hero: Aerosmith,5,2008.0,6,Activision
1621,Medal of Honor: Airborne,6,2007.0,7,Electronic Arts
1622,Kirby Tilt 'n' Tumble,3,2000.0,5,Nintendo
1623,SpongeBob SquarePants: Battle for Bikini Bottom,9,2003.0,2,THQ
1624,Vigilante 8,13,1998.0,3,Activision
1625,Castlevania,2,1986.0,2,Konami Digital Entertainment
1626,Donkey Kong Country 2,9,2004.0,2,Nintendo
1627,Bayonetta,6,2009.0,9,Sega
1628,"WarioWare, Inc.: Mega MicroGame$",9,2003.0,5,Nintendo
1629,Star Wars: Battlefront II,17,2005.0,7,LucasArts
1630,Madden NFL 17,11,2016.0,1,Electronic Arts
1631,Boom Blox,1,2008.0,5,Electronic Arts
1632,Fallout 4,15,2015.0,4,Bethesda Softworks
1633,The Sims 2: Castaway,1,2007.0,8,Electronic Arts
1634,LEGO Batman 2: DC Super Heroes,6,2012.0,9,Warner Bros. Interactive Entertainment
1635,Naruto Shippuden: Ultimate Ninja Storm 2,6,2010.0,10,Namco Bandai Games
1636,Mario Power Tennis,19,2004.0,1,Nintendo
1637,Intelligent Qube,13,1997.0,5,Sony Computer Entertainment
1638,Game & Watch Gallery 2,3,1997.0,6,Nintendo
1639,Game & Watch Gallery 3,3,1999.0,6,Nintendo
1640,Pac-Man,2,1984.0,5,Namco Bandai Games
1641,Parfait: Chocolat Second Style,7,2006.0,11,Alchemist
1642,F1 2011,6,2011.0,3,Codemasters
1643,Cars,17,2006.0,3,THQ
1644,NBA Live 99,13,1997.0,1,Electronic Arts
1645,Chocobo no Fushigi Dungeon,13,1997.0,4,SquareSoft
1646,Golden Sun: The Lost Age,9,2002.0,4,Nintendo
1647,SimCity 2000,13,1996.0,8,Maxis
1648,Max Payne,14,2001.0,7,Take-Two Interactive
1649,WCW Mayhem,13,1998.0,10,Electronic Arts
1650,NBA 2K2,7,2002.0,1,Sega
1651,NASCAR Thunder 2003,7,,3,Unknown
1652,Super Street Fighter IV: 3D Edition,10,2011.0,10,Capcom
1653,Cars,7,2006.0,3,THQ
1654,Fuzion Frenzy,14,2001.0,6,Microsoft Game Studios
1655,Call of Duty: Finest Hour,14,2004.0,7,Activision
1656,FIFA Soccer 11,17,2010.0,1,Electronic Arts
1657,Sly Cooper and the Thievius Raccoonus,7,2002.0,2,Sony Computer Entertainment
1658,LEGO Indiana Jones 2: The Adventure Continues,4,2009.0,9,Activision
1659,The Magical Quest starring Mickey Mouse,8,1992.0,2,Capcom
1660,Dragon Quest IV: Michibikareshi Monotachi,13,2001.0,4,Enix Corporation
1661,Star Wars Episode 1: Jedi Power Battles,13,1999.0,9,LucasArts
1662,Dino Crisis 2,13,2000.0,9,Virgin Interactive
1663,Need for Speed Underground,19,2003.0,3,Electronic Arts
1664,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,9,2007.0,6,
1665,Test Drive 4,13,1997.0,3,Electronic Arts
1666,FIFA Soccer 07,17,2006.0,1,Electronic Arts
1667,World Soccer Winning Eleven 9 (JP & Others sales),17,2005.0,1,Konami Digital Entertainment
1668,The Lord of the Rings: The Fellowship of the Ring,7,2002.0,9,Black Label Games
1669,LEGO Star Wars III: The Clone Wars,6,2011.0,9,LucasArts
1670,ATV Offroad Fury 3,7,2004.0,3,SouthPeak Games
1671,Pikmin 2,19,2004.0,12,Nintendo
1672,Just Dance 2016,1,2015.0,6,Ubisoft
1673,Disney Sing It,1,2008.0,6,Disney Interactive Studios
1674,Battlefield: Hardline,18,2015.0,7,Electronic Arts
1675,WWE 2K16,11,2015.0,1,Take-Two Interactive
1676,Dragon Ball Z: La Legende Saien,8,1993.0,10,Namco Bandai Games
1677,TwinBee,2,1986.0,7,Konami Digital Entertainment
1678,Ganbare Goemon! Karakuri Douchuu,2,1986.0,2,Konami Digital Entertainment
1679,NFL 2K,22,1999.0,1,Sega
1680,SolarStriker,3,1989.0,7,Nintendo
1681,Enter the Matrix,14,2003.0,9,Atari
1682,NHL 2002,7,2001.0,1,Electronic Arts
1683,Mario vs. Donkey Kong 2: March of the Minis,4,2006.0,5,Nintendo
1684,PokéPark Wii: Pikachu's Adventure,1,2009.0,11,Nintendo
1685,One Piece: Pirate Warriors,6,2012.0,9,Namco Bandai Games
1686,WWE 2K14,6,2013.0,1,Take-Two Interactive
1687,Metal Gear Solid: Portable Ops,17,2006.0,9,Konami Digital Entertainment
1688,Nuclear Strike,13,1997.0,8,Electronic Arts
1689,Captain Toad: Treasure Tracker,20,2014.0,5,Nintendo
1690,WWE SmackDown vs Raw 2008,17,2007.0,10,THQ
1691,The Simpsons: Road Rage,9,2003.0,3,THQ
1692,Pro Evolution Soccer 2008,1,2008.0,1,Konami Digital Entertainment
1693,SpongeBob SquarePants: Revenge of the Flying Dutchman,9,2002.0,2,THQ
1694,Mario & Sonic at the London 2012 Olympic Games,10,2012.0,1,Sega
1695,Scarface: The World is Yours,7,2006.0,9,Vivendi Games
1696,Kobe Bryant in NBA Courtside,12,1998.0,1,Nintendo
1697,Disney's Chip 'n Dale: Rescue Rangers,2,1990.0,2,Capcom
1698,The Dukes of Hazzard: Racing for Home,13,1999.0,3,Ubisoft
1699,Hitman 2: Silent Assassin,14,,9,Eidos Interactive
1700,FIFA 14,18,2013.0,1,Electronic Arts
1701,Spider-Man: The Movie,19,2002.0,9,Activision
1702,Final Fantasy I & II: Dawn of Souls,9,2004.0,4,Nintendo
1703,NBA 2K17,11,2016.0,1,Take-Two Interactive
1704,Pokemon Super Mystery Dungeon,10,2015.0,4,Nintendo
1705,Just Dance 4,5,2012.0,6,Ubisoft
1706,Metal Gear Solid VR Missions,13,1999.0,11,Konami Digital Entertainment
1707,Pole Position,16,1982.0,3,Atari
1708,Resident Evil: Operation Raccoon City,6,2012.0,9,Capcom
1709,LEGO Indiana Jones: The Original Adventures,17,2008.0,9,LucasArts
1710,Pro Yakyuu Family Stadium '88,2,1988.0,1,Namco Bandai Games
1711,Shenmue,22,1999.0,11,Sega
1712,Mario Tennis,3,2000.0,1,Nintendo
1713,Tony Hawk's Pro Skater 2,9,2001.0,1,Activision
1714,WWE '12,6,2011.0,10,THQ
1715,WWE SmackDown vs. Raw 2010,6,2009.0,10,THQ
1716,Plants vs. Zombies,4,2011.0,12,Mastertronic
1717,Sonic the Hedgehog,6,2006.0,2,Sega
1718,Super Ghouls 'n Ghosts,8,1991.0,2,Capcom
1719,Spore,15,2008.0,12,Electronic Arts
1720,Soviet Strike,13,1996.0,8,Electronic Arts
1721,Your Shape: Fitness Evolved 2012,5,2011.0,1,Ubisoft
1722,Army of Two,6,2008.0,7,Electronic Arts
1723,Gun,7,2005.0,7,Activision
1724,Ty the Tasmanian Tiger,7,2002.0,2,Electronic Arts
1725,Wario Land: Shake It!,1,2008.0,2,Nintendo
1726,Sonic Rush Adventure,4,2007.0,2,Sega
1727,Medal of Honor: Warfighter,5,2012.0,9,Electronic Arts
1728,Mega Man 3,2,1990.0,2,Capcom
1729,Ratchet & Clank (2016),11,2016.0,2,Sony Computer Entertainment
1730,Mission: Impossible,12,1997.0,9,Ocean
1731,Romancing SaGa 2,8,1993.0,4,SquareSoft
1732,Cabela's Dangerous Hunts,7,2003.0,1,Zoo Digital Publishing
1733,Cool Boarders 4,13,1998.0,1,989 Studios
1734,Rage Racer,13,1996.0,3,Sony Computer Entertainment
1735,Medal of Honor: Rising Sun,14,2003.0,7,Electronic Arts
1736,Football Manager 2013,15,2012.0,1,Sega
1737,Destruction Derby 2,13,1996.0,3,Psygnosis
1738,Mirror's Edge,5,2008.0,2,Electronic Arts
1739,Destiny: The Taken King,18,2015.0,7,Activision
